id,order_id,customer_id,amount,payment_date,payment_method,status
232,292,579,1074.31,"2024-06-20 07:58:32",paypal,pending
233,293,800,6069.58,"2025-03-12 15:39:25",bank_transfer,pending
234,294,3002,3869.24,"2024-09-25 04:58:25",bank_transfer,completed
235,295,3916,6278.48,"2024-12-15 17:21:06",bank_transfer,pending
236,296,4396,2078,"2025-04-15 00:03:23",credit_card,completed
237,298,2887,654.07,"2024-11-04 23:10:53",paypal,completed
238,299,3658,3713.16,"2025-04-14 04:49:40",credit_card,completed
239,300,1401,666.16,"2024-10-20 23:19:01",bank_transfer,completed
240,301,376,3951.41,"2024-07-06 20:52:46",credit_card,completed
241,302,4530,4148.81,"2024-05-18 07:54:36",paypal,completed
242,303,2806,8912.04,"2025-02-21 02:47:37",paypal,pending
243,306,1470,123.42,"2024-05-13 15:41:39",credit_card,pending
244,307,4032,4469.72,"2024-06-04 13:26:40",bank_transfer,pending
245,308,4676,5969.78,"2024-09-17 19:24:22",bank_transfer,completed
246,309,642,1419.66,"2024-11-25 18:18:56",paypal,completed
247,310,2302,5661.01,"2025-02-04 08:15:10",credit_card,completed
248,311,1638,740.58,"2024-10-21 09:02:54",credit_card,completed
249,312,3418,5054.06,"2024-12-02 12:06:51",credit_card,completed
250,313,3354,4283.41,"2025-04-18 10:30:05",paypal,completed
251,314,1534,4880.33,"2024-05-17 07:04:52",paypal,completed
252,315,211,389.95,"2024-10-29 00:52:07",paypal,pending
253,316,4199,1476.48,"2025-05-01 23:58:38",bank_transfer,pending
254,317,3183,11891.8,"2025-02-12 22:04:43",paypal,completed
255,318,2531,1701.01,"2024-08-27 17:44:07",paypal,completed
256,319,4787,3420.14,"2024-08-06 20:19:13",bank_transfer,pending
257,320,1056,2068.75,"2024-09-23 20:13:10",credit_card,completed
258,322,4308,9363.58,"2025-02-08 05:44:33",paypal,pending
259,323,3691,841.68,"2024-09-25 00:36:46",credit_card,completed
260,324,866,846.29,"2024-05-25 20:31:04",credit_card,completed
261,325,4598,2901.92,"2024-12-22 10:41:43",credit_card,completed
262,326,3469,3098.98,"2024-11-01 17:05:34",credit_card,completed
263,329,3503,7309.71,"2024-06-03 06:01:20",credit_card,pending
264,330,2692,7767.81,"2024-12-04 05:10:31",bank_transfer,completed
265,331,3969,2655.2,"2024-07-10 03:45:45",credit_card,completed
266,333,2233,4265.51,"2024-05-31 00:17:45",credit_card,completed
267,334,3709,1405.31,"2024-05-08 04:12:16",bank_transfer,completed
268,336,4856,1276.6,"2024-06-21 02:04:04",paypal,completed
269,337,3061,2105.33,"2024-09-11 00:57:14",bank_transfer,completed
270,339,1264,7932.17,"2024-10-25 12:16:10",bank_transfer,completed
271,340,1981,7652.93,"2024-07-28 02:27:26",paypal,completed
272,341,845,98.73,"2025-03-18 22:55:53",bank_transfer,pending
273,342,1858,3738.28,"2024-12-21 12:43:57",paypal,completed
274,343,99,11727.6,"2025-04-30 22:32:55",paypal,pending
275,344,4171,686,"2024-05-25 09:51:48",credit_card,completed
276,345,1827,708.6,"2024-05-05 12:35:35",bank_transfer,completed
277,347,2606,98.25,"2025-04-06 10:43:22",bank_transfer,completed
278,348,893,4536.28,"2024-08-03 11:17:03",credit_card,completed
279,349,3781,4956.43,"2025-02-07 20:01:04",credit_card,completed
280,350,454,2904.67,"2024-05-06 16:26:16",bank_transfer,completed
281,351,1519,4599.13,"2025-04-20 03:43:39",paypal,completed
282,352,4433,729.64,"2024-11-17 21:25:54",paypal,completed
283,353,4356,4635.76,"2024-10-14 08:52:58",credit_card,completed
284,354,843,3711.2,"2025-02-27 12:19:41",paypal,completed
285,355,718,5322.8,"2024-08-17 22:32:10",paypal,completed
286,356,396,2657.6,"2024-12-12 23:12:36",paypal,completed
287,358,3962,2963.98,"2025-05-03 18:19:04",bank_transfer,completed
288,359,2657,885.75,"2024-08-29 22:34:59",paypal,pending
289,362,1507,1461.62,"2024-06-18 21:09:23",paypal,completed
290,363,1897,7895.83,"2024-05-22 20:10:28",bank_transfer,completed
291,364,206,5827.58,"2025-03-24 12:10:53",paypal,pending
292,365,3367,8020.25,"2024-10-22 01:29:07",paypal,completed
293,366,1170,2976.68,"2024-06-16 02:59:31",paypal,completed
294,367,2761,9491.27,"2025-03-04 23:16:19",credit_card,pending
295,368,4707,6049.25,"2025-04-13 12:41:00",bank_transfer,completed
296,369,1237,1782.47,"2024-12-17 04:13:19",paypal,completed
297,370,2750,8155.4,"2024-10-27 09:45:43",bank_transfer,completed
298,371,2199,1805.97,"2025-02-01 04:02:23",credit_card,completed
299,372,1408,5605.32,"2024-07-17 22:04:54",paypal,completed
300,373,2259,8858.09,"2025-02-02 14:32:03",paypal,pending
301,374,4778,7004.2,"2024-12-26 03:26:53",credit_card,completed
302,375,181,6081.37,"2025-05-03 00:45:45",paypal,completed
303,376,4585,2763.64,"2024-05-30 22:38:57",paypal,completed
304,377,4111,3239.67,"2024-07-02 01:47:09",credit_card,completed
305,378,3850,4075.24,"2024-10-07 21:26:34",paypal,completed
306,379,79,1858.43,"2024-06-16 04:39:04",credit_card,pending
307,380,2889,4054.26,"2025-01-01 09:26:30",bank_transfer,completed
308,382,957,3995.13,"2025-03-27 11:13:39",bank_transfer,completed
309,383,4355,3991.81,"2024-12-11 14:16:54",credit_card,completed
310,384,2744,9925.69,"2024-05-18 21:03:30",paypal,completed
311,385,4190,6083.57,"2024-08-30 23:27:55",credit_card,completed
312,386,3939,1839.67,"2024-08-02 01:00:57",credit_card,completed
313,387,524,1393.26,"2025-01-21 07:09:19",credit_card,pending
314,388,2262,8879.9,"2024-11-30 10:50:56",credit_card,completed
315,389,2733,7172.6,"2025-04-08 14:12:03",credit_card,completed
316,390,596,6419.47,"2024-12-06 00:30:26",paypal,completed
317,391,1397,6886.03,"2024-08-02 00:28:28",paypal,completed
318,392,2457,5174.58,"2024-10-06 13:11:40",credit_card,completed
319,393,3756,6604.4,"2024-09-13 16:36:54",bank_transfer,completed
320,394,2938,4140.17,"2024-10-12 14:13:24",credit_card,pending
321,397,771,1764.91,"2025-05-01 19:08:19",paypal,completed
322,398,3821,1774.44,"2025-01-07 07:16:00",credit_card,pending
323,399,3349,7157.96,"2024-11-24 05:05:43",paypal,completed
324,400,4402,164.96,"2025-04-09 07:06:35",bank_transfer,completed
325,401,4532,515.79,"2025-01-07 09:14:26",paypal,pending
326,402,4876,6991.41,"2024-12-09 13:29:59",paypal,pending
327,403,3554,2376.41,"2024-06-01 11:35:57",paypal,completed
328,404,1043,436.65,"2024-05-22 23:08:17",credit_card,completed
329,405,1498,6246.27,"2024-12-29 04:35:45",paypal,completed
330,406,2319,1743.24,"2024-10-02 22:04:40",bank_transfer,completed
331,407,1606,10411.6,"2025-02-16 09:52:50",paypal,completed
332,409,3997,419.08,"2025-04-20 15:23:27",credit_card,completed
333,410,435,3922.27,"2025-04-23 14:12:31",paypal,completed
334,411,2758,1436.79,"2024-11-14 22:43:54",credit_card,pending
335,412,121,5198.07,"2024-10-25 22:25:38",bank_transfer,completed
336,413,538,3846.2,"2024-12-07 16:38:04",credit_card,completed
337,414,1690,6403.76,"2024-08-22 09:05:41",credit_card,completed
338,415,2127,1175.81,"2024-08-16 20:43:24",bank_transfer,completed
339,416,4944,521.88,"2024-09-15 08:28:05",paypal,pending
340,419,127,5149.4,"2024-10-17 07:21:23",bank_transfer,completed
341,421,547,6584.47,"2025-03-04 02:47:09",credit_card,completed
342,422,4129,3412.77,"2024-12-24 22:43:47",credit_card,completed
343,426,1285,2399.75,"2024-07-31 13:14:33",paypal,completed
344,427,4826,5532.49,"2025-02-10 03:38:03",paypal,pending
345,428,2640,3090.83,"2025-01-05 02:09:38",credit_card,completed
346,429,3808,4735.56,"2024-07-24 07:31:37",credit_card,completed
347,430,3136,11865.7,"2025-02-09 23:22:20",credit_card,completed
348,431,140,191.46,"2025-03-29 17:27:30",paypal,completed
349,432,1901,2895.49,"2025-01-11 12:52:30",credit_card,completed
350,435,2908,2294.83,"2025-03-04 12:04:34",paypal,completed
351,436,484,5982.8,"2024-11-02 11:31:13",credit_card,completed
352,437,1731,5036.4,"2024-06-20 03:19:14",bank_transfer,pending
353,438,82,6117.58,"2024-07-18 00:53:06",credit_card,completed
354,439,1363,3379.44,"2024-10-28 19:06:45",bank_transfer,pending
355,440,3255,2397.15,"2024-12-09 13:38:24",credit_card,pending
356,441,4061,2971.99,"2024-11-08 04:15:34",bank_transfer,completed
357,442,1003,3602.88,"2024-06-15 11:53:53",credit_card,completed
358,444,4103,9167.88,"2024-09-12 20:24:15",bank_transfer,pending
359,445,570,3619.44,"2024-12-04 19:46:29",bank_transfer,completed
360,446,332,74.54,"2024-05-12 00:17:45",bank_transfer,completed
361,448,1513,4894.1,"2024-12-08 06:22:34",credit_card,pending
362,449,3681,4816.29,"2024-08-30 14:55:23",credit_card,completed
363,450,3783,7459.05,"2025-03-04 10:20:41",credit_card,completed
364,451,1307,638.4,"2024-10-20 18:30:48",paypal,completed
365,452,892,5032.69,"2025-01-12 10:58:19",credit_card,completed
366,454,3893,6076.23,"2025-02-04 21:26:26",bank_transfer,completed
367,455,2774,1230.08,"2025-03-31 14:36:00",credit_card,completed
368,456,233,5797.16,"2025-01-04 02:46:10",paypal,completed
369,457,994,7186.7,"2024-12-03 01:12:48",credit_card,completed
370,459,4509,2522.09,"2025-03-28 11:11:22",credit_card,completed
371,460,3447,3215.44,"2024-07-12 06:29:08",paypal,completed
372,461,1581,7390.8,"2025-03-25 12:52:17",paypal,pending
373,463,867,4694.57,"2025-04-14 07:43:59",bank_transfer,completed
374,464,1616,7814.81,"2025-03-23 18:53:21",credit_card,completed
375,465,3174,3144.04,"2024-12-28 21:05:31",paypal,pending
376,466,4288,6980.09,"2024-08-07 10:47:05",paypal,completed
377,467,1441,5709.41,"2024-09-04 17:54:56",credit_card,completed
378,468,1291,4451.5,"2025-04-29 03:44:52",paypal,completed
379,469,1973,5056.22,"2024-11-22 16:28:23",credit_card,completed
380,471,793,3867.34,"2024-05-27 06:04:03",paypal,completed
381,472,4960,618.68,"2024-08-03 12:28:25",paypal,completed
382,473,263,2938.47,"2024-07-28 08:32:54",bank_transfer,completed
383,474,897,3053.26,"2025-02-13 13:28:35",credit_card,completed
384,475,2856,3273.79,"2024-06-27 11:08:16",paypal,completed
385,476,1928,1158.85,"2024-11-19 18:28:33",paypal,completed
386,477,792,3156.7,"2024-10-13 07:28:15",bank_transfer,completed
387,478,4276,4363.87,"2024-07-23 21:05:37",credit_card,completed
388,479,4215,3660.65,"2024-11-16 01:35:41",credit_card,completed
389,480,3635,7154.84,"2025-04-06 14:11:28",bank_transfer,completed
390,481,1178,8158.48,"2025-03-22 08:26:20",bank_transfer,pending
391,482,4724,5906.92,"2024-06-16 10:41:48",credit_card,pending
392,483,543,3292.6,"2024-05-23 14:13:59",credit_card,completed
393,484,3319,4723.68,"2024-10-22 04:42:43",bank_transfer,completed
394,485,1838,4467.25,"2024-07-23 01:55:04",bank_transfer,completed
395,486,2508,3265.49,"2024-11-05 21:12:12",paypal,completed
396,487,3904,4632.4,"2024-10-14 07:02:41",paypal,completed
397,488,1683,10087.4,"2024-05-24 11:33:55",bank_transfer,completed
398,489,3782,2657.6,"2024-12-15 06:40:22",credit_card,pending
399,490,2790,869.33,"2024-06-14 23:16:49",credit_card,completed
400,491,4728,4608.22,"2024-08-28 06:06:42",paypal,completed
401,492,2424,4977.48,"2024-07-11 04:11:55",credit_card,completed
402,494,1325,5359.73,"2025-03-01 02:17:05",paypal,completed
403,495,4619,4920.8,"2024-10-11 12:54:29",bank_transfer,completed
404,496,3881,3263.64,"2024-08-08 03:35:08",credit_card,completed
405,497,2982,8560.8,"2024-08-03 20:49:27",bank_transfer,completed
406,498,1503,2039.27,"2025-04-14 05:14:27",paypal,pending
407,499,4016,5418.31,"2024-08-27 23:29:48",bank_transfer,completed
408,501,1006,1534.85,"2024-08-28 23:29:01",bank_transfer,completed
409,502,4393,1056.88,"2024-12-10 01:34:54",bank_transfer,completed
410,503,325,5717.18,"2024-10-12 00:28:13",bank_transfer,completed
411,504,1475,8579.3,"2024-11-29 18:26:39",paypal,pending
412,505,4159,3150.27,"2024-08-29 18:08:00",paypal,completed
