id,order_id,product_id,quantity,unit_price
325,112,686,2,105.66
326,112,36,2,947.1
327,112,547,1,907.62
328,112,876,5,931.18
329,113,43,2,358.71
330,113,893,1,652.07
331,113,58,1,362.49
332,113,14,1,284.24
333,113,926,3,953.41
334,114,383,5,183.9
335,114,834,2,534.49
336,114,139,3,244.76
337,114,790,1,297.32
338,114,351,4,103.07
339,115,386,5,537.61
340,115,725,3,568.34
341,115,361,2,154.51
342,115,979,3,403.05
343,116,800,1,981.26
344,116,659,1,118.76
345,116,192,3,166.23
346,116,842,5,417.67
347,116,138,2,232.58
348,117,653,2,154.67
349,117,116,5,758.61
350,117,733,2,688.56
351,117,160,2,11.87
352,117,836,5,934.32
353,118,901,3,737.66
354,119,984,2,365.8
355,120,187,3,36.01
356,120,742,3,317.91
357,120,640,1,809.34
358,120,847,5,31.72
359,121,283,5,896.03
360,121,579,4,32.91
361,121,719,1,256.14
362,121,449,3,203.94
363,122,872,3,36.07
364,123,690,1,427.46
365,123,699,1,475.38
366,123,597,4,628.13
367,124,647,2,543.7
368,124,565,3,301.05
369,124,534,3,600.97
370,124,369,4,636.49
371,124,825,4,988.06
372,125,853,2,991.41
373,125,799,1,581.71
374,125,258,4,222.27
375,126,277,1,510.91
376,127,118,3,981.01
377,128,631,1,901.65
378,128,783,5,347.64
379,128,260,5,831.69
380,128,367,1,664.4
381,128,797,4,865.85
382,129,731,2,521.67
383,129,46,5,308.62
384,129,578,4,676.62
385,129,40,1,516.57
386,129,870,1,887.6
387,130,717,2,679.6
388,130,904,2,947.92
389,130,522,2,320.89
390,131,930,3,222.68
391,131,703,1,245.9
392,132,442,3,17.12
393,132,469,1,14.41
394,132,637,5,625.56
395,132,434,2,69.41
396,132,486,3,928.29
397,133,482,2,724.23
398,134,146,1,579.78
399,135,745,4,416.17
400,136,82,5,851.55
401,136,306,5,501.99
402,136,575,5,265.54
403,136,949,1,460.19
404,137,826,5,462.69
405,137,238,4,406.37
406,138,460,5,653.86
407,138,937,3,616.9
408,138,415,2,574.13
409,138,681,5,411.95
410,139,33,1,586.86
411,139,701,2,468.72
412,139,691,1,799.53
413,140,376,2,439.69
414,140,570,4,939.89
415,140,892,4,434.56
416,141,433,1,650.73
417,142,460,1,653.86
418,143,481,2,156.82
419,143,477,3,383.82
420,143,282,4,810.3
421,143,141,2,840.59
422,143,8,4,737.91
423,144,703,3,245.9
424,145,512,1,842.79
425,145,953,1,655.27
426,146,977,2,189.31
427,146,770,2,981.79
428,146,587,2,321.98
429,146,472,2,481.64
430,147,889,3,471.11
431,147,492,4,797.21
432,147,300,3,890.3
433,147,124,3,218.9
434,148,679,5,233.67
435,148,662,2,547.24
436,148,798,1,310.22
437,148,170,5,994.76
438,149,745,2,416.17
439,149,669,2,286.87
440,149,578,3,676.62
441,149,315,1,24.55
442,150,758,1,913.68
443,150,883,4,690.58
444,150,924,2,40.03
445,150,32,1,502.83
446,150,956,3,776.1
447,151,470,3,832.49
448,151,83,2,251.05
449,151,441,2,950.58
450,151,808,3,433.84
451,152,348,3,799.33
452,152,642,3,228.31
453,153,976,2,776.34
454,153,940,4,630.31
455,153,230,4,903.79
456,153,822,1,49.03
457,153,580,5,635.48
458,154,932,3,478.93
459,154,580,4,635.48
460,154,798,1,310.22
461,154,299,1,145.39
462,154,456,2,186.08
463,155,15,3,906.44
464,155,469,2,14.41
465,156,635,3,226.94
466,156,625,5,550.37
467,156,30,5,754.75
468,157,698,4,668.49
469,157,938,3,520.71
470,157,781,3,995.72
471,157,447,4,523.36
472,157,728,5,666.16
473,158,975,5,556.16
474,158,561,2,520.75
475,158,416,5,74.54
476,159,833,5,40.62
477,159,386,2,537.61
478,159,927,5,586.39
479,159,20,2,927.51
480,160,371,5,735.53
481,160,210,5,705.86
482,160,766,4,681.28
483,161,790,5,297.32
484,161,201,1,168.3
485,162,141,5,840.59
486,162,460,1,653.86
487,162,30,5,754.75
488,163,384,2,680.28
489,164,772,1,118.71
490,164,522,3,320.89
491,164,143,5,397.61
492,164,506,1,820.21
493,164,746,1,536.6
494,165,806,3,335.57
495,165,177,1,349.06
496,165,952,2,715.52
497,165,796,1,494.64
498,165,793,1,784.22
499,166,758,4,913.68
500,166,233,2,873.98
501,166,326,1,32.71
502,167,938,5,520.71
503,168,86,5,71.38
504,168,95,4,292.41
505,169,238,3,406.37
506,170,766,2,681.28
507,170,854,2,978.02
508,170,613,5,30.41
509,171,695,3,208.71
510,171,907,3,806.91
511,171,771,3,867.08
512,171,685,5,44.3
513,171,975,5,556.16
514,172,35,4,53.37
515,172,803,1,831.49
516,172,172,5,324.63
517,173,317,3,464.08
518,173,825,2,988.06
519,174,897,4,160.31
520,174,770,2,981.79
521,174,578,5,676.62
522,175,248,5,96.43
523,176,27,3,699.18
524,176,426,2,145.02
525,176,286,4,719.58
526,177,551,1,857.55
527,178,85,2,872.12
528,178,211,2,450.75
529,178,490,5,201.86
530,178,920,4,43.68
531,178,115,5,653.5
532,179,490,2,201.86
533,180,135,2,833.61
534,180,317,2,464.08
535,180,224,3,587.57
536,181,181,2,769.18
537,181,596,3,751.9
538,181,240,2,184.55
539,181,36,1,947.1
540,182,90,3,137.2
541,183,953,1,655.27
542,184,369,5,636.49
543,185,393,1,833.78
544,185,370,3,546.56
545,185,201,3,168.3
546,186,260,2,831.69
547,186,131,5,825.2
548,187,393,3,833.78
549,187,939,4,197
550,188,370,2,546.56
551,188,951,3,689.77
552,189,194,4,519.87
553,189,683,4,908.7
554,189,166,1,463.58
555,189,659,5,118.76
556,189,329,4,21.71
557,190,497,4,873.53
558,190,784,1,312.68
559,190,852,4,807.24
560,191,102,4,943.85
561,191,31,3,339.48
562,191,730,1,247.32
563,191,397,4,404.52
564,191,595,3,661.24
565,192,500,1,703.21
566,192,343,3,992.15
567,192,59,3,832.64
568,193,162,5,53.04
569,193,840,4,514.93
570,193,347,5,571.16
571,194,64,3,805.6
572,194,955,1,461.1
573,194,203,3,798.5
574,194,946,4,426.86
575,194,224,2,587.57
576,195,957,4,494.99
577,195,999,3,744.17
578,195,756,5,339.34
579,196,906,3,53.07
580,196,164,4,738.24
581,197,771,5,867.08
582,198,474,2,501.07
583,199,713,1,733.82
584,199,133,2,450.27
585,199,683,1,908.7
586,200,773,1,731.7
587,200,66,5,86.42
588,200,219,1,85.6
589,201,610,1,624.74
590,201,659,2,118.76
591,201,541,3,684.27
592,201,159,3,304.29
593,202,102,5,943.85
594,202,907,5,806.91
595,202,13,3,77.67
596,203,652,3,146.15
597,203,500,1,703.21
598,203,271,5,398.65
599,204,76,4,119.69
600,205,68,3,392.63
601,205,454,3,785.11
602,205,347,4,571.16
603,205,322,1,377.91
604,206,729,3,387.24
605,206,488,2,775.35
606,206,727,3,138.91
607,207,231,4,847.68
608,208,569,2,747.76
609,209,228,3,777.61
610,209,223,4,663.8
611,209,315,5,24.55
612,209,114,5,724.96
613,209,628,5,39.91
614,210,690,1,427.46
615,211,429,3,19.65
616,212,163,3,528.36
617,213,990,1,682.07
618,213,434,3,69.41
619,213,259,4,180.41
620,213,617,4,912.46
621,214,19,4,51.04
622,214,548,4,844.09
623,214,724,5,779.93
624,214,175,3,316.16
625,215,436,1,887.06
626,215,343,3,992.15
627,215,71,4,676.81
628,215,527,1,654.07
629,216,478,5,406.68
630,216,388,2,673.51
631,216,318,2,30.59
632,216,739,3,771.7
633,217,149,4,921.34
634,217,110,5,747.14
635,217,971,5,837.54
636,218,755,5,213.43
637,219,441,2,950.58
638,219,370,5,546.56
639,219,110,2,747.14
640,219,301,1,286.58
641,220,296,3,461.86
642,220,908,4,160.97
643,220,96,5,992.75
644,220,166,2,463.58
645,220,899,3,914.18
646,221,296,2,461.86
647,221,849,1,547.65
648,222,105,3,774.53
649,222,436,2,887.06
650,222,753,4,823.19
651,223,965,1,455
652,224,965,5,455
653,225,858,4,230.74
654,225,560,5,854.16
655,225,700,5,555.14
656,225,943,2,697.22
657,225,109,4,690.91
658,226,784,3,312.68
659,227,362,4,554.05
660,227,810,1,195.12
661,227,638,3,419.01
662,228,551,4,857.55
663,228,790,5,297.32
664,228,846,1,431.25
665,228,447,2,523.36
666,228,519,4,322.21
667,229,695,3,208.71
668,230,482,3,724.23
669,230,741,2,178.85
670,230,468,2,720.87
671,231,275,2,774.04
672,231,60,3,214.25
673,231,851,1,513.06
674,231,642,5,228.31
675,231,434,3,69.41
676,232,702,3,740.75
677,232,225,4,483.11
678,232,735,5,569.06
679,233,230,2,903.79
680,233,536,3,362.96
681,233,55,2,254.14
682,234,704,1,945.36
683,234,512,4,842.79
684,234,708,1,30.86
685,234,745,3,416.17
686,235,842,5,417.67
687,235,894,5,221.95
688,235,499,1,499.05
689,236,915,2,247.75
690,236,948,2,245.02
691,236,72,1,945.87
692,237,815,3,179.64
693,237,387,3,451.99
694,237,652,4,146.15
695,237,146,1,579.78
696,237,135,3,833.61
697,238,912,4,707.61
698,238,749,1,701.07
699,238,159,2,304.29
700,238,291,2,246.42
701,239,173,4,49.92
702,240,347,3,571.16
703,241,961,1,664.07
704,241,505,4,497.52
705,241,933,5,293.62
706,241,616,2,448.34
707,242,121,4,586.63
708,242,998,4,401.51
709,243,899,5,914.18
710,243,278,5,420.67
711,243,360,2,355.02
712,243,9,2,372.3
713,244,437,1,234.54
714,244,318,1,30.59
715,245,519,3,322.21
716,245,281,5,188.78
717,245,616,4,448.34
718,245,48,2,544.08
719,246,663,3,898.58
720,246,523,3,469.1
721,246,203,3,798.5
722,246,504,1,95.5
723,247,959,3,725.18
724,247,564,1,469.95
725,248,153,1,309.11
726,248,605,5,439.55
727,249,335,4,42.92
728,249,34,3,684.8
729,249,759,5,27.45
730,249,149,4,921.34
731,249,641,3,509.76
732,250,302,4,502.5
733,251,333,5,705.74
734,251,956,5,776.1
735,251,169,4,670.87
736,252,400,1,907.55
737,252,705,1,774.28
738,252,227,5,728.03
739,252,75,3,416.05
740,253,866,3,803.57
741,253,966,1,908.06
742,253,742,5,317.91
743,254,752,3,830.92
744,255,561,4,520.75
745,255,842,2,417.67
746,255,230,4,903.79
747,255,847,5,31.72
748,256,739,5,771.7
749,257,817,3,723.13
750,257,590,3,710.72
751,257,58,5,362.49
752,258,678,3,956.94
753,258,909,2,151.26
754,258,763,3,294.27
755,258,420,5,822.8
756,258,741,2,178.85
757,259,369,5,636.49
758,259,88,3,990.15
759,259,541,3,684.27
760,260,937,5,616.9
761,261,24,1,510.13
762,261,694,5,113.08
763,261,961,2,664.07
764,262,788,5,473.77
765,262,702,4,740.75
766,262,964,1,624.32
767,262,977,4,189.31
768,263,586,4,120.66
769,263,91,2,942.34
770,263,317,5,464.08
771,264,585,3,831.66
772,265,960,3,105.16
773,265,627,5,302.06
774,265,842,3,417.67
775,266,474,1,501.07
776,266,40,1,516.57
777,267,171,2,263.72
778,268,292,3,371.08
779,268,727,4,138.91
780,269,877,1,699.28
781,269,628,5,39.91
782,269,749,5,701.07
783,269,123,4,553.91
784,269,905,3,926
785,270,267,1,255.76
786,271,974,1,161.91
787,272,67,3,516.44
788,272,150,3,625.65
789,272,526,3,421.01
790,272,81,5,313.87
791,273,761,2,683.84
792,273,606,2,183.95
793,274,528,4,726.37
794,274,520,2,720.43
795,274,511,1,517.59
796,274,852,3,807.24
797,275,997,2,701.43
798,276,216,1,984.78
799,276,928,4,858.3
800,277,848,1,70.87
801,277,428,2,688.19
802,278,690,5,427.46
803,278,288,5,666.86
804,279,919,5,729.79
805,279,759,5,27.45
806,280,154,5,940.7
807,280,394,4,591.34
808,280,774,4,481.13
809,280,357,1,139.98
810,281,940,4,630.31
811,281,244,5,459.74
812,281,587,2,321.98
813,282,220,5,500.95
814,282,658,3,526.59
815,282,742,2,317.91
816,282,705,1,774.28
817,283,643,4,330.16
818,283,400,2,907.55
819,283,588,3,61.7
820,284,694,3,113.08
821,284,306,5,501.99
822,284,725,2,568.34
823,284,896,4,412.8
824,284,495,5,592.21
825,285,465,3,22.03
826,285,36,3,947.1
827,286,313,1,527.9
828,286,601,3,141.18
829,287,49,5,415.6
830,287,665,3,596.99
831,287,64,2,805.6
832,287,939,2,197
833,288,677,1,420.77
834,289,708,3,30.86
835,290,421,2,135.97
836,290,794,1,488.07
837,290,12,3,69.8
838,291,783,4,347.64
839,291,473,3,966.18
840,291,423,4,222.64
841,291,210,4,705.86
842,291,786,1,678.54
843,292,37,1,70.33
844,292,306,2,501.99
845,293,697,2,877.19
846,293,511,5,517.59
847,293,970,3,269.25
848,293,383,5,183.9
849,294,858,5,230.74
850,294,124,3,218.9
851,294,992,3,686.28
852,295,316,1,767.06
853,295,728,2,666.16
854,295,74,5,835.82
855,296,49,5,415.6
856,297,774,1,481.13
857,298,527,1,654.07
858,299,486,4,928.29
859,300,728,1,666.16
860,301,454,4,785.11
861,301,127,4,73.25
862,301,465,4,22.03
863,301,351,2,103.07
864,301,70,3,74.57
865,302,864,2,503.66
866,302,577,1,593.09
867,302,25,5,509.68
868,303,17,5,770.24
869,303,500,5,703.21
870,303,840,3,514.93
871,304,784,1,312.68
872,304,53,1,33.56
873,304,761,1,683.84
874,305,809,3,445.82
875,305,228,1,777.61
876,305,983,4,40.5
877,305,252,1,984.04
878,306,973,1,123.42
879,307,584,5,176.4
880,307,760,4,896.93
881,308,70,3,74.57
882,308,29,4,973.37
883,308,101,3,183.48
884,308,278,1,420.67
885,308,862,1,881.48
886,309,815,1,179.64
887,309,182,1,414.42
888,309,896,2,412.8
889,310,621,2,252.29
890,310,989,4,412.32
891,310,997,5,701.43
892,311,215,2,135.75
893,311,437,2,234.54
894,312,3,1,145.68
895,312,249,3,499.05
896,312,515,2,254.94
897,312,585,3,831.66
898,312,238,1,406.37
899,313,759,4,27.45
900,313,800,2,981.26
901,313,155,4,275.43
902,313,652,5,146.15
903,313,977,2,189.31
904,314,853,4,991.41
905,314,299,3,145.39
906,314,168,4,119.63
907,315,62,5,77.99
908,316,164,2,738.24
909,317,88,5,990.15
910,317,250,2,348.47
911,317,254,1,869.15
912,317,547,5,907.62
913,317,651,3,278.96
914,318,188,1,550.83
915,318,390,1,526.51
916,318,694,4,113.08
917,318,142,5,34.27
918,319,716,1,948.4
919,319,377,1,715.91
920,319,157,2,104.06
921,319,134,1,211.63
922,319,284,4,334.02
923,320,383,4,183.9
924,320,209,3,181.22
925,320,772,3,118.71
926,320,426,2,145.02
927,320,611,4,35.83
928,321,965,4,455
929,321,706,4,150.6
930,321,595,5,661.24
931,321,772,5,118.71
932,321,876,5,931.18
933,322,421,3,135.97
934,322,301,2,286.58
935,322,882,4,658.2
936,322,161,5,804.29
937,322,204,2,864.13
938,323,902,3,219.4
939,323,101,1,183.48
940,324,954,1,846.29
941,325,99,4,725.48
942,326,269,4,432.55
943,326,635,5,226.94
944,326,84,1,234.08
945,327,341,2,648.03
946,327,137,4,511.69
947,327,635,2,226.94
948,327,853,2,991.41
949,327,131,4,825.2
950,328,752,2,830.92
951,328,751,3,967.17
952,328,712,2,390.15
953,328,993,2,461.76
954,329,226,5,734.36
955,329,69,3,99.98
956,329,161,2,804.29
957,329,666,1,500.64
958,329,782,5,245.75
959,330,174,3,331.84
960,330,957,5,494.99
961,330,800,4,981.26
962,330,9,1,372.3
963,331,223,4,663.8
964,332,704,5,945.36
965,332,307,4,87.33
966,332,948,3,245.02
967,332,400,3,907.55
968,333,141,4,840.59
969,333,565,3,301.05
970,334,308,5,239.32
971,334,695,1,208.71
972,335,63,5,82.25
973,335,287,2,663.69
974,335,388,3,673.51
975,335,855,2,797.79
976,336,303,2,290.66
977,336,783,2,347.64
978,337,277,1,510.91
979,337,492,2,797.21
980,338,146,4,579.78
981,339,492,4,797.21
982,339,642,3,228.31
983,339,757,4,21.41
984,339,936,4,993.19
985,340,695,1,208.71
986,340,277,5,510.91
987,340,760,5,896.93
988,340,531,1,405.02
989,341,579,3,32.91
990,342,83,4,251.05
991,342,694,4,113.08
992,342,257,2,512.15
993,342,137,2,511.69
994,342,84,1,234.08
995,343,758,5,913.68
996,343,561,4,520.75
997,343,379,5,416.66
998,343,546,4,712.15
999,343,872,4,36.07
1000,344,90,5,137.2
1001,345,272,1,708.6
1002,346,450,4,148.49
1003,347,429,5,19.65
1004,348,64,5,805.6
1005,348,55,2,254.14
1006,349,689,2,397.98
1007,349,258,3,222.27
1008,349,121,2,586.63
1009,349,317,5,464.08
1010,350,659,5,118.76
1011,350,603,3,770.29
1012,351,54,1,706.82
1013,351,969,2,299.61
1014,351,155,5,275.43
1015,351,515,5,254.94
1016,351,897,4,160.31
1017,352,338,1,574.63
1018,352,767,3,51.67
1019,353,852,1,807.24
1020,353,861,3,82.9
1021,353,338,5,574.63
1022,353,293,1,706.67
1023,354,903,5,742.24
1024,355,519,4,322.21
1025,355,345,1,425.77
1026,355,952,5,715.52
1027,355,318,1,30.59
1028,356,367,4,664.4
1029,357,977,3,189.31
1030,357,174,3,331.84
1031,357,583,1,195.11
1032,358,320,1,120.46
1033,358,364,4,710.88
1034,359,801,1,885.75
1035,360,899,1,914.18
1036,361,94,1,636.77
1037,361,249,3,499.05
1038,362,632,2,60.2
1039,362,964,2,624.32
1040,362,708,3,30.86
1041,363,617,4,912.46
1042,363,169,5,670.87
1043,363,809,2,445.82
1044,364,959,4,725.18
1045,364,640,1,809.34
1046,364,974,4,161.91
1047,364,487,3,489.96
1048,365,935,5,867.73
1049,365,910,4,920.4
1050,366,999,4,744.17
1051,367,640,1,809.34
1052,367,546,5,712.15
1053,367,309,5,936.98
1054,367,200,1,436.28
1055,368,433,5,650.73
1056,368,397,1,404.52
1057,368,728,2,666.16
1058,368,83,2,251.05
1059,368,805,2,278.33
1060,369,66,4,86.42
1061,369,932,3,478.93
1062,370,488,5,775.35
1063,370,346,3,70.5
1064,370,186,5,813.43
1065,371,371,1,735.53
1066,371,948,3,245.02
1067,371,672,2,167.69
1068,372,520,2,720.43
1069,372,462,4,458.39
1070,372,832,1,842.56
1071,372,999,2,744.17
1072,373,481,2,156.82
1073,373,391,3,351.05
1074,373,189,3,985.14
1075,373,903,4,742.24
1076,373,93,4,391.73
1077,374,812,1,844.8
1078,374,206,2,124.14
1079,374,614,1,479.95
1080,374,141,3,840.59
1081,374,50,4,727.35
1082,375,357,5,139.98
1083,375,702,5,740.75
1084,375,264,2,838.86
1085,376,109,4,690.91
1086,377,537,5,186.59
1087,377,804,4,576.68
1088,378,124,3,218.9
1089,378,136,4,790.14
1090,378,484,1,257.98
1091,379,861,2,82.9
1092,379,526,3,421.01
1093,379,789,3,143.2
1094,380,363,3,721.18
1095,380,985,4,472.68
1096,381,13,1,77.67
1097,382,330,2,463.01
1098,382,426,3,145.02
1099,382,881,1,453.23
1100,382,831,3,726.94
1101,383,913,2,529.43
1102,383,352,5,586.59
1103,384,50,4,727.35
1104,384,780,3,458.09
1105,384,770,2,981.79
1106,384,710,4,919.61
1107,385,75,2,416.05
1108,385,890,5,902.37
1109,385,459,3,246.54
1110,386,737,1,913.19
1111,386,366,4,231.62
1112,387,1000,3,464.42
1113,388,518,1,603.05
1114,388,332,2,825.6
1115,388,98,5,775.53
1116,388,859,5,549.6
1117,389,453,3,52.85
1118,389,221,5,399.51
1119,389,656,1,57.98
1120,389,715,2,550.01
1121,389,739,5,771.7
1122,390,677,5,420.77
1123,390,674,4,935.25
1124,390,721,1,476.49
1125,390,326,3,32.71
1126,391,79,1,477.33
1127,391,771,3,867.08
1128,391,716,3,948.4
1129,391,774,2,481.13
1130,392,364,3,710.88
1131,392,328,4,400.26
1132,392,80,5,288.18
1133,393,18,2,963.01
1134,393,59,3,832.64
1135,393,639,3,40.54
1136,393,992,3,686.28
1137,394,284,4,334.02
1138,394,509,3,316.23
1139,394,292,5,371.08
1140,395,215,3,135.75
1141,395,392,3,920.05
1142,395,917,5,22.78
1143,396,143,4,397.61
1144,396,575,4,265.54
1145,396,999,3,744.17
1146,397,557,5,137.94
1147,397,892,1,434.56
1148,397,478,1,406.68
1149,397,62,3,77.99
1150,398,792,3,591.48
1151,399,716,3,948.4
