id,customer_id,order_date,total_amount,status
168,4741,"2024-05-22 00:09:40",1526.54,pending
169,967,"2025-01-16 19:01:13",1219.11,shipped
170,4821,"2024-11-23 16:33:16",3470.65,delivered
171,1791,"2024-08-28 18:15:53",8650.4,pending
172,4599,"2024-06-11 19:31:27",2668.12,cancelled
173,908,"2024-08-27 07:38:54",3368.36,delivered
174,1073,"2024-11-03 19:02:19",5987.92,processing
175,4155,"2024-11-26 10:09:49",482.15,processing
176,2615,"2024-10-17 11:46:12",5265.9,cancelled
177,3634,"2024-08-13 05:02:07",857.55,shipped
178,3905,"2025-02-02 15:01:15",7097.26,delivered
179,3642,"2025-04-28 06:30:13",403.72,cancelled
180,4555,"2024-09-11 16:27:55",4358.09,cancelled
181,3047,"2024-10-11 05:48:48",5110.26,shipped
182,2693,"2025-02-02 10:29:27",411.6,shipped
183,4715,"2024-07-09 03:07:12",655.27,cancelled
184,3250,"2025-01-10 05:01:32",3182.45,processing
185,3081,"2024-07-21 20:20:10",2978.36,delivered
186,201,"2024-09-30 06:23:30",5789.38,delivered
187,232,"2025-03-06 09:14:04",3289.34,cancelled
188,4485,"2025-03-07 21:59:49",3162.43,delivered
189,3035,"2024-08-28 02:39:20",6858.5,shipped
190,2231,"2024-06-20 07:23:36",7035.76,shipped
191,3422,"2024-05-17 20:01:22",8642.96,processing
192,409,"2024-09-29 17:51:12",6177.58,cancelled
193,805,"2024-05-12 03:51:29",5180.72,cancelled
194,1675,"2024-05-05 16:40:37",8155.98,delivered
195,2734,"2025-01-07 15:19:04",5909.17,delivered
196,796,"2024-05-27 16:24:52",3112.17,processing
197,610,"2024-05-23 22:37:32",4335.4,shipped
198,3453,"2024-07-27 15:00:55",1002.14,delivered
199,2658,"2025-02-27 01:59:28",2543.06,pending
200,3830,"2024-07-01 14:42:47",1249.4,cancelled
201,1534,"2025-03-25 02:32:57",3827.94,pending
202,673,"2024-11-02 13:56:19",8986.81,shipped
203,598,"2024-07-16 12:28:50",3134.91,cancelled
204,1358,"2024-05-11 23:55:40",478.76,pending
205,556,"2025-03-29 15:23:12",6195.77,cancelled
206,2976,"2024-09-27 17:25:07",3129.15,pending
207,2483,"2025-03-04 00:47:50",3390.72,cancelled
208,1001,"2025-02-22 06:30:10",1495.52,shipped
209,3600,"2024-10-28 14:20:22",8935.13,shipped
210,2989,"2024-08-05 13:53:18",427.46,shipped
211,1546,"2024-09-22 10:02:09",58.95,cancelled
212,69,"2024-11-13 08:25:12",1585.08,shipped
213,3190,"2024-12-30 20:31:13",5261.78,cancelled
214,4104,"2025-02-28 04:40:00",8428.65,shipped
215,22,"2024-11-28 15:19:09",7224.82,cancelled
216,694,"2025-01-04 19:48:22",5756.7,shipped
217,2074,"2024-09-26 03:45:00",11608.8,pending
218,4584,"2025-03-01 02:15:20",1067.15,delivered
219,3024,"2024-11-15 03:02:06",6414.82,pending
220,3526,"2024-06-27 11:30:07",10662.9,processing
221,3506,"2024-12-30 03:20:41",1471.37,processing
222,2479,"2025-01-10 23:39:16",7390.47,pending
223,348,"2024-10-21 11:41:22",455,delivered
224,2924,"2024-07-23 16:46:18",2275,shipped
225,2355,"2025-01-19 14:02:50",12127.5,shipped
226,3286,"2024-05-21 14:14:41",938.04,pending
227,2647,"2024-12-08 18:44:27",3668.35,delivered
228,98,"2025-04-24 14:13:33",7683.61,processing
229,2312,"2024-09-29 18:14:34",626.13,delivered
230,843,"2024-05-06 08:21:26",3972.13,cancelled
231,1226,"2024-09-01 01:58:09",4053.67,delivered
232,2640,"2024-08-10 11:01:26",6999.99,shipped
233,1701,"2024-11-26 08:29:47",3404.74,processing
234,3610,"2024-08-25 12:02:15",5595.89,processing
235,1414,"2024-11-07 02:59:19",3697.15,delivered
236,4567,"2025-02-09 08:10:28",1931.41,pending
237,869,"2025-01-22 05:10:08",5560.1,delivered
238,3996,"2024-12-06 12:44:49",4632.93,processing
239,2511,"2024-10-21 04:03:21",199.68,delivered
240,3406,"2024-08-10 00:34:30",1713.48,cancelled
241,4352,"2025-04-26 01:02:24",5018.93,cancelled
242,3184,"2025-04-01 09:00:53",3952.56,processing
243,989,"2024-12-29 14:14:45",8128.89,shipped
244,4989,"2024-08-20 17:45:10",265.13,cancelled
245,4137,"2024-09-18 16:03:53",4792.05,processing
246,3180,"2024-07-12 10:00:24",6594.04,processing
247,843,"2024-12-11 21:30:33",2645.49,processing
248,1728,"2025-02-12 08:37:44",2506.86,pending
249,1463,"2024-07-24 12:41:19",7577.97,pending
250,4758,"2024-08-08 06:50:04",2010,pending
251,3978,"2024-05-20 15:54:59",10092.7,cancelled
252,3654,"2024-12-09 18:29:18",6570.13,pending
253,3801,"2024-07-20 22:37:21",4908.32,shipped
254,4059,"2024-11-14 03:57:52",2492.76,processing
255,820,"2024-07-18 04:21:18",6692.1,delivered
256,1054,"2024-07-20 16:07:48",3858.5,cancelled
257,4174,"2024-12-27 02:16:26",6114,processing
258,3777,"2025-03-11 10:28:25",8527.85,delivered
259,2034,"2025-04-10 10:47:03",8205.71,shipped
260,2907,"2024-05-27 23:20:51",3084.5,processing
261,1427,"2025-01-10 23:18:44",2403.67,processing
262,1490,"2025-02-11 23:31:43",6713.41,processing
263,2556,"2025-02-16 22:04:28",4687.72,processing
264,1928,"2024-09-08 01:13:24",2494.98,shipped
265,4521,"2024-06-21 16:03:45",3078.79,processing
266,2665,"2024-06-29 05:47:39",1017.64,pending
267,2342,"2024-06-15 23:55:48",527.44,shipped
268,3022,"2024-05-19 20:30:07",1668.88,shipped
269,1902,"2024-06-11 03:24:41",9397.82,cancelled
270,1020,"2024-05-22 12:21:56",255.76,processing
271,3123,"2025-04-30 08:12:15",161.91,cancelled
272,389,"2024-06-04 19:48:33",6258.65,cancelled
273,2217,"2025-01-20 04:06:16",1735.58,processing
274,1970,"2024-05-28 04:20:02",7285.65,cancelled
275,4731,"2024-08-18 22:22:52",1402.86,shipped
276,2106,"2024-05-22 02:55:34",4417.98,delivered
277,1172,"2024-11-23 11:31:53",1447.25,cancelled
278,4832,"2025-04-24 22:51:47",5471.6,processing
279,4902,"2024-11-29 11:17:44",3786.2,pending
280,157,"2024-06-27 15:50:42",9133.36,delivered
281,500,"2024-10-02 13:41:01",5463.9,delivered
282,4228,"2024-12-08 19:21:51",5494.62,delivered
283,3116,"2025-03-02 20:17:47",3320.84,shipped
284,2299,"2024-10-17 14:41:23",8598.12,pending
285,3868,"2025-04-05 19:43:11",2907.39,pending
286,3952,"2024-11-26 05:19:59",951.44,processing
287,477,"2025-03-31 09:55:07",5874.17,shipped
288,4733,"2024-05-21 07:05:32",420.77,delivered
289,231,"2024-07-18 20:43:02",92.58,delivered
290,799,"2024-10-26 01:39:10",969.41,processing
291,1546,"2024-07-06 06:36:53",8681.64,pending
292,579,"2024-06-20 07:55:32",1074.31,pending
293,800,"2025-03-12 14:57:25",6069.58,pending
294,3002,"2024-09-25 04:37:25",3869.24,delivered
295,3916,"2024-12-15 17:02:06",6278.48,pending
296,4396,"2025-04-14 23:31:23",2078,processing
297,3010,"2024-07-29 02:03:27",481.13,cancelled
298,2887,"2024-11-04 23:03:53",654.07,processing
299,3658,"2025-04-14 04:42:40",3713.16,delivered
300,1401,"2024-10-20 22:54:01",666.16,shipped
301,376,"2024-07-06 20:49:46",3951.41,shipped
302,4530,"2024-05-18 07:40:36",4148.81,processing
303,2806,"2025-02-21 02:41:37",8912.04,pending
304,3311,"2024-09-10 15:27:46",1030.08,cancelled
305,1962,"2025-01-02 10:03:58",3261.11,cancelled
306,1470,"2024-05-13 14:47:39",123.42,pending
307,4032,"2024-06-04 12:26:40",4469.72,pending
308,4676,"2024-09-17 19:04:22",5969.78,shipped
309,642,"2024-11-25 17:22:56",1419.66,processing
310,2302,"2025-02-04 07:46:10",5661.01,processing
311,1638,"2024-10-21 08:58:54",740.58,delivered
312,3418,"2024-12-02 11:09:51",5054.06,shipped
313,3354,"2025-04-18 09:49:05",4283.41,processing
314,1534,"2024-05-17 06:32:52",4880.33,processing
315,211,"2024-10-29 00:39:07",389.95,pending
316,4199,"2025-05-01 23:45:38",1476.48,pending
317,3183,"2025-02-12 21:19:43",11891.8,shipped
318,2531,"2024-08-27 16:51:07",1701.01,processing
319,4787,"2024-08-06 19:21:13",3420.14,pending
320,1056,"2024-09-23 19:30:10",2068.75,shipped
321,3339,"2025-04-30 11:35:52",10978,cancelled
322,4308,"2025-02-08 05:04:33",9363.58,pending
323,3691,"2024-09-24 23:58:46",841.68,delivered
324,866,"2024-05-25 20:00:04",846.29,shipped
325,4598,"2024-12-22 09:53:43",2901.92,delivered
326,3469,"2024-11-01 16:19:34",3098.98,processing
327,478,"2024-05-13 10:40:48",9080.32,cancelled
328,1177,"2024-10-29 09:08:45",6267.17,cancelled
329,3503,"2024-06-03 05:31:20",7309.71,pending
330,2692,"2024-12-04 04:49:31",7767.81,delivered
331,3969,"2024-07-10 03:27:45",2655.2,shipped
332,3964,"2024-11-22 18:42:28",8533.83,cancelled
333,2233,"2024-05-30 23:38:45",4265.51,shipped
334,3709,"2024-05-08 03:34:16",1405.31,delivered
335,4342,"2025-03-07 04:31:12",5354.74,cancelled
336,4856,"2024-06-21 01:14:04",1276.6,delivered
337,3061,"2024-09-11 00:34:14",2105.33,shipped
338,4289,"2024-07-05 07:21:11",2319.12,cancelled
339,1264,"2024-10-25 11:47:10",7932.17,delivered
340,1981,"2024-07-28 02:13:26",7652.93,shipped
341,845,"2025-03-18 22:00:53",98.73,pending
342,1858,"2024-12-21 11:58:57",3738.28,processing
343,99,"2025-04-30 22:03:55",11727.6,pending
344,4171,"2024-05-25 08:51:48",686,shipped
345,1827,"2024-05-05 12:15:35",708.6,processing
346,2987,"2025-01-20 06:08:30",593.96,cancelled
347,2606,"2025-04-06 10:00:22",98.25,shipped
348,893,"2024-08-03 10:19:03",4536.28,shipped
349,3781,"2025-02-07 19:18:04",4956.43,shipped
350,454,"2024-05-06 15:26:16",2904.67,delivered
351,1519,"2025-04-20 03:10:39",4599.13,delivered
352,4433,"2024-11-17 20:37:54",729.64,delivered
353,4356,"2024-10-14 08:07:58",4635.76,delivered
354,843,"2025-02-27 11:33:41",3711.2,shipped
355,718,"2024-08-17 22:31:10",5322.8,processing
356,396,"2024-12-12 22:29:36",2657.6,shipped
357,4865,"2025-03-09 05:42:57",1758.56,cancelled
358,3962,"2025-05-03 18:02:04",2963.98,delivered
359,2657,"2024-08-29 22:32:59",885.75,pending
360,3804,"2024-06-21 23:49:20",914.18,cancelled
361,387,"2024-07-17 12:54:42",2133.92,cancelled
362,1507,"2024-06-18 20:44:23",1461.62,delivered
363,1897,"2024-05-22 19:23:28",7895.83,processing
364,206,"2025-03-24 12:07:53",5827.58,pending
365,3367,"2024-10-22 01:11:07",8020.25,shipped
366,1170,"2024-06-16 02:46:31",2976.68,shipped
367,2761,"2025-03-04 22:52:19",9491.27,pending
368,4707,"2025-04-13 12:05:00",6049.25,processing
369,1237,"2024-12-17 03:30:19",1782.47,shipped
370,2750,"2024-10-27 09:40:43",8155.4,delivered
371,2199,"2025-02-01 03:12:23",1805.97,shipped
372,1408,"2024-07-17 21:50:54",5605.32,shipped
373,2259,"2025-02-02 13:36:03",8858.09,pending
374,4778,"2024-12-26 02:42:53",7004.2,delivered
375,181,"2025-05-03 00:31:45",6081.37,delivered
376,4585,"2024-05-30 22:27:57",2763.64,shipped
377,4111,"2024-07-02 01:43:09",3239.67,delivered
378,3850,"2024-10-07 21:18:34",4075.24,processing
379,79,"2024-06-16 03:44:04",1858.43,pending
380,2889,"2025-01-01 08:35:30",4054.26,delivered
381,995,"2024-12-21 07:09:51",77.67,cancelled
382,957,"2025-03-27 11:05:39",3995.13,shipped
383,4355,"2024-12-11 13:48:54",3991.81,processing
384,2744,"2024-05-18 20:57:30",9925.69,processing
385,4190,"2024-08-30 23:16:55",6083.57,processing
386,3939,"2024-08-02 00:32:57",1839.67,processing
387,524,"2025-01-21 07:01:19",1393.26,pending
388,2262,"2024-11-30 10:01:56",8879.9,shipped
389,2733,"2025-04-08 14:08:03",7172.6,delivered
390,596,"2024-12-06 00:16:26",6419.47,processing
391,1397,"2024-08-02 00:24:28",6886.03,delivered
392,2457,"2024-10-06 13:07:40",5174.58,delivered
393,3756,"2024-09-13 15:38:54",6604.4,delivered
394,2938,"2024-10-12 14:10:24",4140.17,pending
395,2108,"2024-10-14 16:24:28",3281.3,cancelled
396,220,"2025-03-12 00:01:59",4885.11,cancelled
397,771,"2025-05-01 18:39:19",1764.91,processing
398,3821,"2025-01-07 06:29:00",1774.44,pending
399,3349,"2024-11-24 05:04:43",7157.96,delivered
400,4402,"2025-04-09 06:27:35",164.96,processing
401,4532,"2025-01-07 08:59:26",515.79,pending
402,4876,"2024-12-09 13:06:59",6991.41,pending
403,3554,"2024-06-01 10:55:57",2376.41,processing
404,1043,"2024-05-22 22:16:17",436.65,shipped
405,1498,"2024-12-29 03:42:45",6246.27,shipped
406,2319,"2024-10-02 21:31:40",1743.24,processing
407,1606,"2025-02-16 09:10:50",10411.6,shipped
408,3217,"2025-01-21 06:53:27",1060.08,cancelled
409,3997,"2025-04-20 14:42:27",419.08,shipped
410,435,"2025-04-23 13:39:31",3922.27,processing
411,2758,"2024-11-14 21:54:54",1436.79,pending
412,121,"2024-10-25 22:24:38",5198.07,delivered
413,538,"2024-12-07 16:09:04",3846.2,processing
414,1690,"2024-08-22 08:14:41",6403.76,shipped
415,2127,"2024-08-16 20:12:24",1175.81,delivered
416,4944,"2024-09-15 07:42:05",521.88,pending
417,4237,"2024-12-31 05:50:54",10749.5,cancelled
418,613,"2025-01-07 11:58:16",715.91,cancelled
419,127,"2024-10-17 06:42:23",5149.4,delivered
420,2224,"2024-12-25 02:02:37",8841.74,cancelled
421,547,"2025-03-04 02:24:09",6584.47,shipped
422,4129,"2024-12-24 21:59:47",3412.77,processing
423,2589,"2024-11-08 23:31:25",2418.9,cancelled
424,3636,"2024-07-31 04:37:09",4222.48,cancelled
425,1182,"2024-12-28 14:37:11",399.38,cancelled
426,1285,"2024-07-31 12:38:33",2399.75,shipped
427,4826,"2025-02-10 03:11:03",5532.49,pending
428,2640,"2025-01-05 02:01:38",3090.83,processing
429,3808,"2024-07-24 06:48:37",4735.56,shipped
430,3136,"2025-02-09 22:24:20",11865.7,shipped
431,140,"2025-03-29 16:57:30",191.46,shipped
432,1901,"2025-01-11 12:00:30",2895.49,delivered
433,993,"2024-05-15 14:18:22",7963.57,cancelled
434,1162,"2024-09-04 02:17:50",2256.27,cancelled
435,2908,"2025-03-04 11:56:34",2294.83,shipped
436,484,"2024-11-02 10:42:13",5982.8,processing
437,1731,"2024-06-20 03:14:14",5036.4,pending
438,82,"2024-07-18 00:22:06",6117.58,delivered
439,1363,"2024-10-28 18:57:45",3379.44,pending
440,3255,"2024-12-09 13:04:24",2397.15,pending
441,4061,"2024-11-08 04:09:34",2971.99,processing
442,1003,"2024-06-15 11:33:53",3602.88,processing
443,35,"2024-11-23 09:45:40",5263.9,cancelled
444,4103,"2024-09-12 19:35:15",9167.88,pending
445,570,"2024-12-04 19:22:29",3619.44,shipped
446,332,"2024-05-11 23:59:45",74.54,delivered
447,4941,"2024-05-09 19:47:02",8875.07,cancelled
448,1513,"2024-12-08 05:43:34",4894.1,pending
449,3681,"2024-08-30 14:49:23",4816.29,delivered
450,3783,"2025-03-04 09:43:41",7459.05,shipped
451,1307,"2024-10-20 17:50:48",638.4,delivered
452,892,"2025-01-12 10:28:19",5032.69,processing
453,2156,"2025-03-21 08:00:05",300.68,cancelled
454,3893,"2025-02-04 20:42:26",6076.23,processing
455,2774,"2025-03-31 13:43:00",1230.08,delivered
456,233,"2025-01-04 02:36:10",5797.16,shipped
457,994,"2024-12-03 00:19:48",7186.7,delivered
458,2142,"2024-12-16 09:18:59",5288.92,cancelled
459,4509,"2025-03-28 10:13:22",2522.09,shipped
460,3447,"2024-07-12 05:53:08",3215.44,shipped
461,1581,"2025-03-25 12:30:17",7390.8,pending
462,572,"2025-01-03 22:19:46",3810.55,cancelled
463,867,"2025-04-14 07:13:59",4694.57,processing
464,1616,"2025-03-23 18:38:21",7814.81,delivered
465,3174,"2024-12-28 20:15:31",3144.04,pending
466,4288,"2024-08-07 09:50:05",6980.09,processing
467,1441,"2024-09-04 16:55:56",5709.41,delivered
468,1291,"2025-04-29 03:41:52",4451.5,shipped
469,1973,"2024-11-22 16:01:23",5056.22,delivered
470,1550,"2024-11-20 14:43:54",1320.46,cancelled
471,793,"2024-05-27 05:07:03",3867.34,shipped
472,4960,"2024-08-03 11:53:25",618.68,delivered
473,263,"2024-07-28 08:01:54",2938.47,delivered
474,897,"2025-02-13 13:16:35",3053.26,delivered
475,2856,"2024-06-27 10:17:16",3273.79,delivered
476,1928,"2024-11-19 17:47:33",1158.85,delivered
477,792,"2024-10-13 06:51:15",3156.7,delivered
478,4276,"2024-07-23 20:29:37",4363.87,shipped
479,4215,"2024-11-16 00:59:41",3660.65,processing
480,3635,"2025-04-06 14:04:28",7154.84,delivered
481,1178,"2025-03-22 07:44:20",8158.48,pending
482,4724,"2024-06-16 09:46:48",5906.92,pending
483,543,"2024-05-23 13:57:59",3292.6,delivered
484,3319,"2024-10-22 04:10:43",4723.68,processing
485,1838,"2024-07-23 01:24:04",4467.25,processing
486,2508,"2024-11-05 20:54:12",3265.49,shipped
487,3904,"2024-10-14 06:18:41",4632.4,delivered
488,1683,"2024-05-24 11:19:55",10087.4,delivered
489,3782,"2024-12-15 06:16:22",2657.6,pending
490,2790,"2024-06-14 22:48:49",869.33,delivered
491,4728,"2024-08-28 05:41:42",4608.22,delivered
492,2424,"2024-07-11 04:01:55",4977.48,shipped
493,2737,"2024-12-17 06:25:16",6903.34,cancelled
494,1325,"2025-03-01 01:47:05",5359.73,processing
495,4619,"2024-10-11 11:56:29",4920.8,processing
496,3881,"2024-08-08 03:29:08",3263.64,delivered
497,2982,"2024-08-03 19:57:27",8560.8,processing
498,1503,"2025-04-14 04:26:27",2039.27,pending
499,4016,"2024-08-27 22:40:48",5418.31,shipped
500,4813,"2024-10-12 20:05:05",2196.55,cancelled
501,1006,"2024-08-28 22:39:01",1534.85,delivered
502,4393,"2024-12-10 01:32:54",1056.88,shipped
503,325,"2024-10-11 23:41:13",5717.18,processing
504,1475,"2024-11-29 18:23:39",8579.3,pending
505,4159,"2024-08-29 17:45:00",3150.27,shipped
506,4745,"2024-06-12 12:31:56",168.3,shipped
507,812,"2025-02-14 12:17:59",1797.16,shipped
508,3352,"2025-02-08 14:49:48",1223.8,processing
509,3999,"2024-05-11 09:43:56",5037.46,processing
510,1527,"2024-08-10 07:15:21",582.72,cancelled
