id,product_id,quantity,movement_type,movement_date
45,2,4,sale,"2024-07-17 20:02:57"
46,2,2,sale,"2025-02-15 20:54:25"
47,2,3,sale,"2024-07-18 00:13:49"
48,2,1,sale,"2024-07-21 07:15:50"
49,2,2,sale,"2024-11-21 01:04:31"
50,2,5,sale,"2025-03-09 03:42:23"
51,2,4,sale,"2025-01-01 16:42:48"
52,2,2,sale,"2025-02-01 01:57:38"
53,2,1,sale,"2024-05-07 03:46:40"
54,2,4,sale,"2024-11-02 16:04:00"
55,2,1,sale,"2025-04-10 06:30:56"
56,3,145,purchase,"2025-04-30 01:10:26"
57,3,1,sale,"2024-12-02 11:09:51"
58,3,4,sale,"2024-08-10 07:15:21"
59,3,2,sale,"2024-05-06 13:21:04"
60,3,4,sale,"2025-03-29 15:03:47"
61,3,4,sale,"2025-01-26 08:36:34"
62,3,5,sale,"2025-03-24 02:46:13"
63,3,2,sale,"2024-11-06 10:33:49"
64,3,2,sale,"2024-08-31 01:22:52"
65,3,4,sale,"2024-06-13 02:23:54"
66,3,5,sale,"2024-06-28 07:34:07"
67,3,4,sale,"2025-04-11 07:58:10"
68,3,3,sale,"2024-06-29 17:51:24"
69,3,5,sale,"2024-09-04 01:23:33"
70,3,1,sale,"2024-11-03 04:50:52"
71,3,1,sale,"2025-03-06 23:09:08"
72,3,4,sale,"2025-04-20 23:05:51"
73,3,1,sale,"2025-04-03 22:13:45"
74,3,2,sale,"2024-05-26 16:25:04"
75,3,3,sale,"2024-07-11 12:46:09"
76,3,4,sale,"2024-07-27 09:09:56"
77,3,4,sale,"2025-03-13 19:05:18"
78,3,5,sale,"2024-11-28 23:10:03"
79,3,3,sale,"2025-02-19 09:48:29"
80,3,3,sale,"2024-09-15 11:22:07"
81,3,3,sale,"2025-04-04 02:23:34"
82,4,608,purchase,"2025-04-16 13:09:10"
83,4,2,sale,"2024-09-19 20:26:49"
84,4,2,sale,"2024-06-02 12:36:39"
85,4,5,sale,"2024-08-12 10:24:51"
86,4,1,sale,"2025-01-23 21:25:44"
87,4,4,sale,"2024-09-17 21:02:56"
88,4,4,sale,"2024-08-26 23:14:36"
89,4,2,sale,"2024-09-20 00:12:23"
90,4,2,sale,"2024-11-19 21:17:40"
91,4,3,sale,"2024-10-26 21:30:22"
92,4,4,sale,"2024-09-20 12:25:02"
93,4,5,sale,"2024-09-29 10:18:48"
94,4,2,sale,"2024-08-06 11:17:51"
95,4,3,sale,"2025-03-14 12:00:18"
96,4,1,sale,"2025-03-15 22:15:00"
97,4,4,sale,"2024-08-26 23:34:56"
98,4,2,sale,"2025-03-20 05:06:25"
99,4,3,sale,"2024-12-24 18:38:44"
100,4,3,sale,"2024-08-19 01:04:49"
101,4,2,sale,"2025-04-07 12:26:40"
102,4,3,sale,"2025-03-21 19:47:45"
103,4,3,sale,"2025-04-25 13:28:58"
104,4,1,sale,"2024-12-30 00:02:00"
105,4,1,sale,"2025-02-19 16:17:38"
106,4,5,sale,"2024-05-27 02:20:51"
107,4,2,sale,"2024-07-12 22:24:36"
108,4,3,sale,"2024-07-26 16:38:35"
109,4,5,sale,"2025-01-19 04:17:08"
110,4,1,sale,"2024-05-22 12:14:37"
111,5,763,purchase,"2025-01-04 16:13:10"
112,5,4,sale,"2024-10-13 05:37:05"
113,5,3,sale,"2024-12-23 09:50:37"
114,5,5,sale,"2024-10-21 14:26:28"
115,5,5,sale,"2024-07-25 16:22:55"
116,5,2,sale,"2025-04-22 03:21:53"
117,5,5,sale,"2024-06-07 23:07:29"
118,5,3,sale,"2024-07-09 15:52:22"
119,5,5,sale,"2025-04-04 11:03:06"
120,5,5,sale,"2024-09-20 10:22:41"
121,5,2,sale,"2024-10-30 15:51:40"
122,5,1,sale,"2024-06-03 20:39:49"
123,5,2,sale,"2024-09-21 15:04:50"
124,5,4,sale,"2024-08-12 08:48:51"
125,5,2,sale,"2024-07-29 12:08:21"
126,5,3,sale,"2024-08-19 01:29:29"
127,5,2,sale,"2025-04-10 06:46:22"
128,5,2,sale,"2024-10-20 21:15:16"
129,5,3,sale,"2024-12-22 21:46:17"
130,5,4,sale,"2024-11-30 10:30:20"
131,5,1,sale,"2024-07-09 09:38:02"
132,5,3,sale,"2025-02-11 19:41:58"
133,5,4,sale,"2024-07-29 00:35:25"
134,5,5,sale,"2025-01-08 15:53:43"
135,5,4,sale,"2025-04-08 12:06:11"
136,5,5,sale,"2024-06-28 13:05:17"
137,5,1,sale,"2025-04-24 00:35:02"
138,5,2,sale,"2024-11-17 10:10:05"
139,6,387,purchase,"2024-08-12 23:26:05"
140,6,3,sale,"2025-02-24 13:03:09"
141,6,1,sale,"2024-12-16 11:22:24"
142,6,3,sale,"2024-07-12 02:24:15"
143,6,5,sale,"2024-12-23 16:02:46"
144,6,3,sale,"2024-09-10 01:58:02"
145,6,5,sale,"2024-09-07 20:09:26"
146,6,3,sale,"2024-07-12 13:50:13"
147,6,4,sale,"2024-06-19 12:44:55"
148,6,3,sale,"2025-04-11 00:16:01"
149,6,1,sale,"2024-09-24 20:38:00"
150,6,4,sale,"2024-07-29 18:45:47"
151,6,5,sale,"2024-09-24 00:27:33"
152,6,5,sale,"2024-12-29 04:09:47"
153,6,5,sale,"2024-06-24 03:17:18"
154,6,5,sale,"2024-05-21 17:08:58"
155,6,2,sale,"2024-11-16 21:34:05"
156,6,1,sale,"2024-09-30 01:05:34"
157,6,4,sale,"2025-01-29 21:22:28"
158,6,2,sale,"2024-11-25 02:18:21"
159,6,5,sale,"2025-01-31 03:14:49"
160,6,4,sale,"2025-01-11 20:20:54"
161,6,3,sale,"2024-06-11 15:55:04"
162,6,4,sale,"2024-09-05 21:11:54"
163,6,2,sale,"2024-09-06 05:40:35"
164,6,5,sale,"2025-01-27 10:40:01"
165,6,1,sale,"2024-09-02 00:06:34"
166,6,4,sale,"2024-06-06 17:37:23"
167,6,1,sale,"2024-08-24 16:02:58"
168,6,4,sale,"2025-02-06 16:53:27"
169,6,5,sale,"2024-12-15 12:24:31"
170,7,236,purchase,"2024-10-31 16:19:10"
171,7,2,sale,"2025-03-24 16:05:44"
172,7,2,sale,"2024-09-12 01:32:09"
173,7,4,sale,"2024-10-07 02:39:30"
174,7,4,sale,"2024-11-11 23:08:00"
175,7,2,sale,"2024-06-19 01:55:20"
176,7,1,sale,"2024-12-27 05:01:06"
177,7,1,sale,"2025-04-12 20:50:48"
178,7,4,sale,"2025-01-19 20:55:25"
179,7,5,sale,"2024-12-17 08:37:00"
180,7,2,sale,"2025-01-03 18:11:56"
181,7,1,sale,"2024-11-22 13:43:02"
182,7,1,sale,"2024-05-17 04:17:26"
183,7,2,sale,"2024-08-31 15:22:11"
184,7,2,sale,"2024-06-06 17:21:47"
185,7,4,sale,"2024-10-26 14:26:38"
186,7,1,sale,"2024-05-11 10:35:29"
187,7,3,sale,"2024-12-18 13:43:25"
188,7,4,sale,"2024-09-19 02:33:53"
189,7,2,sale,"2024-08-11 03:04:44"
190,7,1,sale,"2024-09-08 05:27:02"
191,7,5,sale,"2024-06-29 13:30:19"
192,7,5,sale,"2024-05-28 12:21:21"
193,7,2,sale,"2024-12-08 20:21:19"
194,7,5,sale,"2024-06-12 02:04:59"
195,7,2,sale,"2025-01-23 00:15:38"
196,7,2,sale,"2024-05-22 09:58:10"
197,7,1,sale,"2024-12-01 08:28:10"
198,7,3,sale,"2024-08-01 07:29:07"
199,7,5,sale,"2025-02-04 03:03:21"
200,7,5,sale,"2025-02-19 23:23:47"
201,7,2,sale,"2025-04-07 13:32:59"
202,7,5,sale,"2025-03-09 02:58:11"
203,7,2,sale,"2024-07-05 03:49:16"
204,7,5,sale,"2024-07-06 16:25:27"
205,8,119,purchase,"2024-07-23 08:01:58"
206,8,4,sale,"2024-09-25 20:40:47"
207,8,3,sale,"2024-12-31 05:50:54"
208,8,5,sale,"2025-05-03 12:08:56"
209,8,3,sale,"2025-03-19 20:00:37"
210,8,4,sale,"2025-03-11 11:26:28"
211,8,5,sale,"2024-09-11 09:44:56"
212,8,5,sale,"2024-12-27 12:19:26"
213,8,2,sale,"2024-07-25 03:41:13"
214,8,3,sale,"2024-05-16 20:44:35"
215,8,3,sale,"2024-07-19 00:37:29"
216,8,4,sale,"2024-07-12 15:27:20"
217,8,4,sale,"2025-01-14 05:04:42"
218,8,2,sale,"2024-07-01 06:11:45"
219,8,4,sale,"2024-09-03 09:03:37"
220,8,5,sale,"2024-07-14 05:46:03"
221,8,4,sale,"2025-03-16 10:54:20"
222,8,5,sale,"2024-11-08 05:25:02"
223,8,5,sale,"2024-06-24 12:43:24"
224,8,2,sale,"2024-08-11 03:04:44"
225,8,2,sale,"2024-11-07 12:33:51"
226,8,2,sale,"2025-02-01 13:44:28"
227,8,2,sale,"2024-07-24 04:29:17"
228,8,3,sale,"2025-01-01 21:39:40"
229,8,3,sale,"2024-12-19 17:30:38"
230,8,3,sale,"2024-07-28 09:09:09"
231,8,4,sale,"2024-12-22 21:46:17"
232,8,4,sale,"2025-02-02 20:40:53"
233,8,5,sale,"2024-10-05 05:37:50"
234,8,4,sale,"2024-09-12 11:11:54"
235,8,5,sale,"2024-09-23 18:53:33"
236,8,1,sale,"2024-06-10 06:03:06"
237,8,1,sale,"2024-09-12 18:09:48"
238,8,4,sale,"2025-01-12 15:05:04"
239,8,3,sale,"2025-04-22 19:12:58"
240,8,4,sale,"2024-07-02 16:53:32"
241,9,493,purchase,"2025-03-05 14:12:33"
242,9,2,sale,"2024-12-29 14:14:45"
243,9,1,sale,"2024-12-04 04:49:31"
244,9,1,sale,"2025-03-28 00:54:23"
245,9,5,sale,"2024-12-13 16:39:50"
246,9,5,sale,"2025-05-03 22:41:17"
247,9,3,sale,"2024-10-26 00:03:04"
248,9,5,sale,"2024-12-13 06:52:45"
249,9,4,sale,"2025-02-11 04:10:28"
250,9,2,sale,"2024-07-29 04:08:05"
251,9,3,sale,"2024-06-09 13:04:29"
252,9,4,sale,"2024-06-22 13:00:53"
253,9,5,sale,"2024-07-31 16:58:32"
254,9,2,sale,"2024-11-20 02:06:09"
255,9,4,sale,"2024-12-01 17:17:05"
256,9,3,sale,"2025-03-15 08:54:42"
257,9,4,sale,"2024-06-02 18:37:53"
258,9,5,sale,"2024-12-18 03:04:20"
259,9,1,sale,"2024-12-30 12:06:45"
260,9,5,sale,"2024-06-30 09:59:12"
261,9,2,sale,"2024-06-23 19:38:04"
262,9,2,sale,"2024-07-11 05:08:20"
263,9,3,sale,"2024-08-11 02:44:01"
264,9,5,sale,"2025-01-29 21:14:38"
265,9,4,sale,"2024-10-19 10:21:57"
266,9,3,sale,"2024-10-23 02:32:29"
267,9,1,sale,"2024-07-08 06:09:54"
268,9,4,sale,"2024-12-29 15:53:20"
269,9,2,sale,"2024-08-05 16:51:06"
270,9,4,sale,"2025-05-05 00:00:00"
271,9,1,sale,"2024-06-29 14:36:18"
272,9,3,sale,"2024-06-17 16:20:26"
273,9,2,sale,"2025-02-03 09:46:28"
274,9,1,sale,"2024-07-18 17:04:49"
275,9,5,sale,"2025-01-14 09:28:04"
276,10,334,purchase,"2025-01-31 17:46:39"
277,10,3,sale,"2024-06-07 14:29:20"
278,10,5,sale,"2024-12-04 05:35:15"
279,10,3,sale,"2024-12-20 23:53:29"
280,10,2,sale,"2025-05-03 15:14:40"
281,10,1,sale,"2024-10-13 07:27:38"
282,10,2,sale,"2024-07-15 11:12:34"
283,10,5,sale,"2024-10-06 15:44:42"
284,10,4,sale,"2024-10-08 06:37:45"
285,10,3,sale,"2024-10-16 11:55:29"
286,10,2,sale,"2024-10-19 05:59:46"
287,10,1,sale,"2024-12-23 19:43:55"
288,10,3,sale,"2024-06-08 03:32:40"
289,10,3,sale,"2025-04-08 08:19:06"
290,10,2,sale,"2024-12-18 03:04:20"
291,10,1,sale,"2025-03-16 11:17:24"
292,10,2,sale,"2024-06-06 17:21:47"
293,10,2,sale,"2025-04-07 07:47:38"
294,10,4,sale,"2024-10-08 08:17:47"
295,10,4,sale,"2025-01-23 21:49:56"
296,10,3,sale,"2024-08-29 22:43:42"
297,10,4,sale,"2025-04-02 02:57:44"
298,10,5,sale,"2024-08-27 18:17:23"
299,10,3,sale,"2024-08-14 12:30:54"
300,10,2,sale,"2024-09-13 13:28:06"
301,10,3,sale,"2024-06-16 04:09:07"
302,10,2,sale,"2024-11-29 23:45:25"
303,10,4,sale,"2025-04-16 05:58:49"
304,10,1,sale,"2025-04-07 05:58:51"
305,10,2,sale,"2024-11-21 04:35:19"
306,10,5,sale,"2025-03-31 03:18:24"
307,11,903,purchase,"2024-06-24 01:45:10"
308,11,1,sale,"2024-11-22 16:01:23"
309,11,5,sale,"2025-01-06 03:29:07"
310,11,2,sale,"2025-03-06 10:01:35"
311,11,1,sale,"2024-12-05 17:24:23"
312,11,1,sale,"2024-09-16 10:13:41"
313,11,5,sale,"2024-10-14 01:48:09"
314,11,5,sale,"2024-11-10 15:25:55"
315,11,3,sale,"2025-03-31 10:44:48"
316,11,5,sale,"2025-02-14 12:30:36"
317,11,3,sale,"2025-02-14 11:35:46"
318,11,5,sale,"2024-10-30 10:29:24"
319,11,4,sale,"2024-06-11 20:40:23"
320,11,4,sale,"2025-01-02 03:20:38"
321,11,1,sale,"2025-02-25 00:02:20"
322,11,4,sale,"2024-11-08 22:58:04"
323,11,5,sale,"2024-09-02 05:50:47"
324,11,2,sale,"2025-03-21 11:20:12"
325,11,4,sale,"2025-03-14 11:59:49"
326,11,2,sale,"2024-08-05 12:44:35"
327,11,2,sale,"2024-08-15 05:01:28"
328,11,2,sale,"2025-02-24 11:45:11"
329,11,2,sale,"2024-10-11 22:04:12"
330,11,4,sale,"2024-10-22 00:25:55"
331,11,4,sale,"2025-02-28 13:52:02"
332,11,4,sale,"2025-04-06 18:18:44"
333,11,5,sale,"2024-10-30 22:17:08"
334,11,3,sale,"2024-11-02 18:38:06"
335,11,5,sale,"2024-10-25 23:46:34"
336,12,536,purchase,"2024-05-17 19:14:24"
337,12,3,sale,"2024-10-26 01:39:10"
338,12,3,sale,"2024-06-08 15:00:21"
339,12,4,sale,"2024-08-19 12:20:35"
340,12,5,sale,"2024-06-17 19:34:34"
341,12,3,sale,"2025-01-08 11:14:21"
342,12,1,sale,"2024-11-05 20:37:26"
343,12,1,sale,"2024-09-01 08:15:42"
344,12,4,sale,"2024-07-31 01:31:07"
345,12,3,sale,"2025-03-19 22:55:41"
346,12,4,sale,"2025-01-21 21:47:20"
347,12,3,sale,"2024-08-13 07:55:04"
348,12,4,sale,"2025-04-20 14:42:36"
349,12,1,sale,"2025-04-07 07:49:58"
350,12,3,sale,"2024-08-11 01:06:47"
351,12,5,sale,"2024-11-29 22:17:24"
352,12,3,sale,"2025-04-30 10:11:09"
353,12,2,sale,"2025-04-17 15:07:43"
354,12,5,sale,"2024-11-30 13:07:34"
355,12,3,sale,"2024-05-25 19:52:22"
356,12,2,sale,"2024-09-02 05:50:47"
357,12,2,sale,"2024-11-06 22:10:50"
358,12,1,sale,"2024-08-15 22:29:30"
359,12,3,sale,"2024-09-03 03:57:54"
360,12,4,sale,"2025-02-26 10:17:27"
361,12,5,sale,"2024-10-07 17:33:44"
362,12,3,sale,"2024-05-29 14:44:16"
363,12,5,sale,"2024-09-02 18:29:50"
364,12,3,sale,"2024-08-28 19:02:38"
365,13,765,purchase,"2024-10-18 10:54:43"
366,13,3,sale,"2024-11-02 13:56:19"
367,13,1,sale,"2024-12-21 07:09:51"
368,13,4,sale,"2024-10-02 07:32:59"
369,13,5,sale,"2024-05-25 04:54:18"
370,13,5,sale,"2024-10-09 00:06:11"
371,13,2,sale,"2024-12-14 01:49:04"
372,13,3,sale,"2024-07-14 12:50:53"
373,13,2,sale,"2024-09-23 11:12:56"
374,13,3,sale,"2025-01-13 07:15:54"
375,13,2,sale,"2024-10-27 15:57:00"
376,13,1,sale,"2024-05-22 17:53:08"
377,13,4,sale,"2024-09-28 05:23:00"
378,13,2,sale,"2024-08-14 20:09:08"
379,13,3,sale,"2024-08-31 14:16:15"
380,13,3,sale,"2025-04-09 18:31:17"
381,13,1,sale,"2024-08-27 08:46:18"
382,13,2,sale,"2024-11-24 10:24:56"
383,13,3,sale,"2024-11-08 22:19:39"
384,13,1,sale,"2024-12-06 15:54:29"
385,13,5,sale,"2025-01-11 06:10:26"
386,13,2,sale,"2025-02-14 09:12:00"
387,13,2,sale,"2025-02-12 05:13:41"
388,13,5,sale,"2025-04-08 15:33:47"
389,13,1,sale,"2025-03-18 07:32:54"
390,13,2,sale,"2025-03-31 16:37:00"
391,13,1,sale,"2024-09-18 02:35:00"
392,13,3,sale,"2025-05-03 13:08:42"
393,13,2,sale,"2025-04-30 10:48:14"
394,13,3,sale,"2025-02-10 01:46:59"
395,13,2,sale,"2024-11-30 22:45:31"
396,13,1,sale,"2024-11-29 10:18:40"
397,13,3,sale,"2024-11-21 17:27:52"
398,14,449,purchase,"2024-07-16 17:44:36"
399,14,1,sale,"2024-09-17 05:26:01"
400,14,1,sale,"2024-11-08 04:09:34"
401,14,4,sale,"2024-05-29 15:09:59"
402,14,4,sale,"2024-07-22 05:11:49"
403,14,2,sale,"2024-07-17 02:00:56"
404,14,5,sale,"2024-12-01 16:20:47"
405,14,5,sale,"2025-02-13 18:50:07"
406,14,1,sale,"2025-03-11 15:10:46"
407,14,5,sale,"2024-12-11 16:44:09"
408,14,1,sale,"2025-01-13 00:42:27"
409,14,1,sale,"2025-01-16 23:36:45"
410,14,4,sale,"2024-08-15 21:28:03"
411,14,3,sale,"2025-03-03 07:01:47"
412,14,2,sale,"2025-02-05 07:51:18"
413,14,5,sale,"2024-10-15 19:22:09"
414,14,1,sale,"2024-08-08 09:55:29"
415,14,5,sale,"2024-11-28 03:34:05"
416,14,4,sale,"2024-09-21 14:57:13"
417,14,3,sale,"2025-02-20 04:33:44"
418,14,4,sale,"2024-06-08 08:20:38"
419,14,4,sale,"2025-03-04 21:10:04"
420,14,5,sale,"2024-09-09 19:31:15"
421,14,3,sale,"2025-02-14 23:41:51"
422,14,2,sale,"2025-02-12 19:11:47"
423,14,3,sale,"2024-06-07 22:54:19"
424,14,2,sale,"2024-11-15 20:09:47"
425,14,1,sale,"2024-10-30 22:57:47"
426,14,1,sale,"2024-12-07 14:42:59"
427,14,1,sale,"2024-07-27 01:01:42"
428,15,963,purchase,"2024-08-23 09:36:07"
429,15,3,sale,"2024-07-15 20:08:58"
430,15,2,sale,"2024-07-08 15:34:52"
431,15,1,sale,"2024-10-27 04:38:37"
432,15,2,sale,"2025-03-24 08:46:49"
433,15,3,sale,"2025-03-25 04:32:59"
434,15,1,sale,"2024-08-18 19:33:48"
435,15,5,sale,"2024-12-30 06:13:14"
436,15,5,sale,"2024-10-27 12:18:42"
437,15,1,sale,"2024-09-17 18:42:12"
438,15,2,sale,"2024-09-02 16:49:59"
439,15,2,sale,"2025-01-23 18:00:53"
440,15,1,sale,"2025-02-15 17:53:31"
441,15,5,sale,"2024-11-11 00:36:08"
442,15,1,sale,"2024-08-18 16:23:11"
443,15,5,sale,"2025-04-09 10:49:20"
444,15,1,sale,"2024-09-01 08:21:58"
445,15,2,sale,"2024-06-04 05:20:18"
446,15,2,sale,"2024-11-01 04:24:38"
447,15,5,sale,"2025-04-13 12:21:35"
448,15,5,sale,"2025-04-17 21:58:56"
449,15,2,sale,"2024-07-20 03:25:10"
450,15,3,sale,"2024-06-10 16:46:54"
451,15,2,sale,"2024-08-20 13:13:29"
452,15,1,sale,"2024-10-29 19:50:06"
453,15,4,sale,"2024-06-27 17:34:30"
454,15,4,sale,"2025-01-19 03:19:07"
455,15,2,sale,"2024-08-09 22:14:30"
456,15,1,sale,"2025-04-22 06:33:53"
457,15,1,sale,"2024-12-20 04:49:49"
458,15,4,sale,"2024-10-24 20:46:33"
459,15,5,sale,"2024-05-04 22:51:45"
460,15,5,sale,"2024-09-19 09:13:52"
461,15,4,sale,"2024-07-05 18:17:51"
462,15,1,sale,"2025-05-03 10:52:31"
463,15,1,sale,"2024-12-08 21:36:22"
464,15,3,sale,"2024-12-27 13:37:11"
465,15,2,sale,"2024-10-26 07:26:44"
466,15,5,sale,"2025-01-22 01:05:53"
467,15,3,sale,"2024-11-30 20:10:57"
468,16,465,purchase,"2024-09-19 23:38:33"
469,16,2,sale,"2025-02-21 06:31:54"
470,16,3,sale,"2024-07-04 13:01:54"
471,16,2,sale,"2024-11-21 10:40:21"
472,16,5,sale,"2024-08-19 12:22:00"
473,16,4,sale,"2024-08-26 23:25:46"
474,16,2,sale,"2025-01-27 18:30:04"
475,16,1,sale,"2024-05-14 21:33:39"
476,16,4,sale,"2024-10-18 08:21:14"
477,16,3,sale,"2024-11-06 23:50:37"
478,16,1,sale,"2024-11-15 17:51:51"
479,16,5,sale,"2025-02-13 11:27:39"
480,16,2,sale,"2025-02-24 09:53:45"
481,16,4,sale,"2024-06-18 19:18:31"
482,16,1,sale,"2025-02-25 13:44:25"
483,16,4,sale,"2025-03-11 01:36:26"
484,16,3,sale,"2024-12-11 20:23:36"
485,16,4,sale,"2024-05-09 01:08:17"
486,16,4,sale,"2024-10-26 04:55:41"
487,16,3,sale,"2024-11-12 20:56:06"
488,16,4,sale,"2024-06-30 22:42:12"
489,16,4,sale,"2024-06-22 08:29:10"
490,16,1,sale,"2024-06-12 05:50:28"
491,16,3,sale,"2025-03-21 02:41:47"
492,16,2,sale,"2025-01-25 22:54:29"
493,16,4,sale,"2025-03-08 22:01:55"
494,16,1,sale,"2024-06-13 10:04:04"
495,16,1,sale,"2024-07-08 01:59:21"
496,16,1,sale,"2024-05-18 19:29:35"
497,16,2,sale,"2025-02-18 10:53:02"
498,16,5,sale,"2025-04-30 12:30:06"
499,17,136,purchase,"2024-10-17 12:21:35"
500,17,5,sale,"2025-02-21 02:41:37"
501,17,5,sale,"2025-02-21 06:31:54"
502,17,4,sale,"2024-10-01 10:50:31"
503,17,1,sale,"2025-01-06 07:10:22"
504,17,3,sale,"2024-08-25 02:00:35"
505,17,4,sale,"2024-05-19 03:42:55"
506,17,4,sale,"2024-06-15 15:08:23"
507,17,5,sale,"2024-05-21 21:09:07"
508,17,4,sale,"2024-08-31 11:25:55"
509,17,4,sale,"2024-05-26 19:06:11"
510,17,2,sale,"2024-10-06 15:44:42"
511,17,5,sale,"2024-12-16 03:53:18"
512,17,2,sale,"2024-05-25 10:25:15"
513,17,3,sale,"2024-10-31 22:27:11"
514,17,5,sale,"2025-03-03 17:25:34"
515,17,2,sale,"2025-05-02 19:51:32"
516,17,5,sale,"2025-01-31 22:57:50"
517,17,2,sale,"2024-12-13 23:52:49"
518,17,4,sale,"2024-12-22 02:20:26"
519,17,5,sale,"2024-08-16 20:46:42"
520,17,2,sale,"2025-04-01 18:52:54"
521,17,5,sale,"2024-07-03 16:04:55"
522,17,4,sale,"2024-07-22 22:50:31"
523,17,4,sale,"2024-12-30 05:03:03"
524,17,2,sale,"2025-02-14 23:41:51"
525,17,5,sale,"2024-11-28 14:11:21"
526,17,1,sale,"2024-12-31 23:01:39"
527,17,3,sale,"2025-04-29 12:00:51"
528,17,5,sale,"2024-05-11 05:06:04"
529,17,1,sale,"2024-08-13 03:58:06"
530,17,2,sale,"2024-06-08 10:17:39"
531,17,2,sale,"2024-11-08 20:14:51"
532,18,723,purchase,"2025-04-22 03:45:30"
533,18,2,sale,"2024-09-13 15:38:54"
534,18,4,sale,"2025-02-18 07:03:55"
535,18,2,sale,"2024-12-18 00:53:48"
536,18,3,sale,"2024-08-28 16:45:16"
537,18,4,sale,"2024-06-01 18:59:32"
538,18,3,sale,"2025-03-24 02:46:13"
539,18,5,sale,"2025-04-12 23:04:22"
540,18,2,sale,"2025-05-01 18:20:23"
541,18,5,sale,"2025-04-07 06:07:50"
542,18,1,sale,"2024-10-31 12:51:27"
543,18,5,sale,"2024-11-11 04:10:21"
544,18,2,sale,"2024-12-23 15:23:58"
545,18,3,sale,"2024-09-15 09:13:21"
546,18,5,sale,"2024-08-26 00:18:33"
547,18,1,sale,"2025-01-24 02:14:17"
548,18,3,sale,"2024-12-15 09:13:28"
549,18,3,sale,"2024-07-22 01:48:51"
550,18,4,sale,"2024-10-04 20:43:34"
551,18,1,sale,"2024-09-03 01:30:08"
552,18,4,sale,"2024-12-23 11:05:13"
553,18,1,sale,"2024-12-04 17:16:07"
554,19,525,purchase,"2024-07-31 03:18:20"
555,19,4,sale,"2025-02-28 04:40:00"
556,19,5,sale,"2025-02-18 07:03:55"
557,19,5,sale,"2025-01-13 01:26:44"
558,19,3,sale,"2024-10-13 07:56:37"
559,19,5,sale,"2024-09-11 16:03:44"
560,19,5,sale,"2024-10-09 04:38:20"
561,19,2,sale,"2025-04-17 22:33:57"
562,19,1,sale,"2024-08-16 15:36:53"
563,19,2,sale,"2024-08-19 12:22:00"
564,19,1,sale,"2024-08-31 04:36:46"
565,19,2,sale,"2024-08-16 06:22:44"
566,19,5,sale,"2024-10-06 22:45:23"
567,19,1,sale,"2025-01-10 08:09:41"
568,19,3,sale,"2024-05-13 20:05:08"
569,19,1,sale,"2025-02-28 07:56:57"
570,19,1,sale,"2024-12-16 20:03:15"
571,19,4,sale,"2024-12-25 10:44:02"
572,19,4,sale,"2025-04-10 17:04:27"
573,19,3,sale,"2024-10-22 19:20:50"
574,19,2,sale,"2025-01-17 22:04:29"
575,19,5,sale,"2025-04-21 01:41:21"
576,19,4,sale,"2024-06-10 01:12:14"
577,19,4,sale,"2024-11-08 12:20:11"
578,19,2,sale,"2024-08-18 11:56:57"
579,19,4,sale,"2024-06-19 20:28:41"
580,19,4,sale,"2024-10-12 16:01:39"
